src_id,station_name,station_file_name,historic_county,station_latitude,station_longitude,station_elevation,first_year,last_year
00890,UPAVON,upavon,wiltshire,51.292,-1.776,179,1957,1988
00896,ORSAY,orsay,argyll-in-strathclyde-region,55.674,-6.511,23,1992,1998
00897,RHUVAAL,rhuvaal,argyll-in-strathclyde-region,55.936,-6.125,20,1957,1982
00908,MACHRIHANISH,machrihanish,argyll-in-strathclyde-region,55.441,-5.697,10,1965,2020
17292,PORTRUSH,portrush,antrim,55.208,-6.656,8,1996,2001
00918,DUNSTAFFNAGE,dunstaffnage,argyll-in-strathclyde-region,56.450,-5.440,3,1980,2020
00926,"BENMORE, YOUNGER BOTANIC GARDEN",benmore-younger-botanic-garden,argyll-in-strathclyde-region,56.028,-4.985,12,1997,2005
17314,LEEMING,leeming,north-yorkshire,54.297,-1.533,33,1965,2020
00940,GT CUMBRAE: MILLPORT,gt-cumbrae-millport,buteshire,55.749,-4.908,5,2010,2020
00946,SLOY,sloy,dunbartonshire,56.251,-4.712,12,1980,2006
00956,STIRLING S WKS,stirling-s-wks,stirling-in-central-region,56.119,-3.919,7,1983,1999
00970,RENFREW,renfrew,renfrewshire,55.867,-4.386,8,1930,1966
00971,ABBOTSINCH,abbotsinch,renfrewshire,55.869,-4.431,5,1966,1999
00975,GLASGOW WEATHER CENTRE,glasgow-weather-centre,lanarkshire,55.860,-4.264,40,1974,1985
00978,EAST KILBRIDE NO 2,east-kilbride-no-2,lanarkshire,55.755,-4.172,178,1980,2005
00982,SALSBURGH,salsburgh,lanarkshire,55.861,-3.875,277,1994,2020
00987,DRUMALBIN,drumalbin,lanarkshire,55.627,-3.736,245,1991,2020
00991,CARNWATH,carnwath,lanarkshire,55.700,-3.634,208,1980,2005
00996,HUNTERSTON NO 3,hunterston-no-3,ayrshire,55.723,-4.893,8,1997,2005
01005,AUCHINCRUIVE,auchincruive,ayrshire,55.477,-4.565,48,2005,2020
01006,PRESTWICK NO 2,prestwick-no-2,ayrshire,55.501,-4.584,16,1962,1993
01007,"PRESTWICK, GANNET",prestwick-gannet,ayrshire,55.515,-4.585,27,1994,2020
01013,SAUGHALL,saughall,ayrshire,55.601,-4.226,221,1995,2014
01015,"DUMFRIES, DRUNGANS",dumfries-drungans,kirkcudbrightshire,55.054,-3.645,16,1983,2004
01023,ESKDALEMUIR,eskdalemuir,dumfriesshire,55.312,-3.207,236,1954,2020
01027,GLENLEE,glenlee,kirkcudbrightshire,55.099,-4.185,55,1980,2002
01033,DUNDRENNAN,dundrennan,kirkcudbrightshire,54.803,-4.008,113,1990,2020
01035,THREAVE,threave,kirkcudbrightshire,54.926,-3.950,73,2005,2020
01039,WEST FREUGH,west-freugh,wigtownshire,54.859,-4.935,11,1961,2020
01041,MULL OF GALLOWAY,mull-of-galloway,wigtownshire,54.635,-4.857,78,1957,1988
01043,WHITHORN,whithorn,wigtownshire,54.703,-4.418,40,1982,1994
01054,ESKMEALS,eskmeals,cumbria,54.325,-3.408,8,1994,2001
01055,ST BEES HEAD NO 2,st-bees-head-no-2,cumbria,54.518,-3.615,124,1992,2020
01060,KESWICK,keswick,cumbria,54.614,-3.157,81,1992,2020
01061,ASPATRIA,aspatria,cumbria,54.768,-3.316,62,1979,2004
01066,DRUMBURGH,drumburgh,cumbria,54.931,-3.158,7,1995,2003
01067,BLENCATHRA,blencathra,cumbria,54.620,-3.080,250,2010,2020
01070,CARLISLE,carlisle,cumbria,54.934,-2.964,28,1961,2020
01071,WHINS POND,whins-pond,cumbria,54.669,-2.705,125,1989,1994
01073,NEWTON RIGG,newton-rigg,cumbria,54.670,-2.788,169,2010,2020
01074,WARCOP RANGE,warcop-range,cumbria,54.572,-2.413,227,1992,2020
01076,SPADEADAM NO 2,spadeadam-no-2,cumbria,55.050,-2.554,285,1992,2020
01078,WALNEY ISLAND,walney-island,cumbria,54.125,-3.258,15,1992,2020
01080,LEVENS HALL,levens-hall,cumbria,54.259,-2.778,7,2010,2020
01083,SHAP,shap,cumbria,54.502,-2.685,252,1992,2020
01084,GREAT DUN FELL,great-dun-fell,cumbria,54.684,-2.450,847,1997,1997
01090,"BLACKPOOL, SQUIRES GATE",blackpool-squires-gate,lancashire,53.775,-3.038,10,1957,2020
01096,AUGHTON,aughton,lancashire,53.550,-2.916,54,1978,1996
01111,"PRESTON, MOOR PARK",preston-moor-park,lancashire,53.774,-2.705,33,2009,2020
01112,MYERSCOUGH,myerscough,lancashire,53.854,-2.767,14,2010,2020
01119,STONYHURST,stonyhurst,lancashire,53.845,-2.470,115,2000,2020
01125,ROCHDALE,rochdale,greater-manchester,53.609,-2.179,110,2007,2020
01128,BIDSTON,bidston,merseyside,53.400,-3.075,60,1930,1935
01132,"NANTWICH, REASEHEATH HALL",nantwich-reaseheath-hall,cheshire,53.086,-2.526,40,2011,2020
01135,RINGWAY,ringway,greater-manchester,53.356,-2.281,69,1989,2004
01137,RHYL NO 2,rhyl-no-2,clwyd,53.259,-3.509,77,1992,2020
01139,RHYL,rhyl,clwyd,53.314,-3.501,9,1915,1926
01142,MOEL-Y-CRIO,moel-y-crio,clwyd,53.220,-3.209,263,1995,2005
01144,HAWARDEN AIRPORT,hawarden-airport,clwyd,53.175,-2.986,11,1992,2020
01145,VALLEY,valley,gwynedd,53.253,-4.536,10,1988,2020
01158,BARDSEY ISLAND,bardsey-island,gwynedd,52.750,-4.799,15,1972,1987
01161,ABERDARON,aberdaron,gwynedd,52.789,-4.741,86,1993,2020
01166,PORTHMADOG,porthmadog,gwynedd,52.915,-4.158,7,2010,2020
01167,SNOWDON SUMMIT,snowdon-summit,gwynedd,53.068,-4.077,1040,1996,1997
01171,CAPEL CURIG NO 3,capel-curig-no-3,gwynedd,53.094,-3.941,216,1993,2020
01179,NANTMOR,nantmor,gwynedd,52.995,-4.082,49,1994,2002
01180,BALA,bala,gwynedd,52.908,-3.584,163,1997,2020
01183,CYNWYD,cynwyd,clwyd,52.951,-3.407,227,1994,2003
01184,"ABERHOSAN, RHOSWYDOL",aberhosan-rhoswydol,powys-north,52.565,-3.712,244,1994,2003
01190,LAKE VYRNWY NO 2,lake-vyrnwy-no-2,powys-north,52.757,-3.465,360,1994,2020
01198,ABERPORTH,aberporth,dyfed,52.140,-4.571,133,1957,2020
01204,SWYDDFFYNNON,swyddffynnon,dyfed,52.272,-3.916,178,2012,2020
01205,GOGERDDAN,gogerddan,dyfed,52.432,-4.020,31,2011,2020
01209,TRAWSGOED,trawsgoed,dyfed,52.344,-3.948,63,1992,2020
01215,MILFORD HAVEN CONSERVANCY BOARD,milford-haven-conservancy-board,dyfed,51.709,-5.053,44,1964,2020
01216,BRAWDY,brawdy,dyfed,51.880,-5.124,111,1974,1992
01220,HAVERFORDWEST,haverfordwest,dyfed,51.799,-4.967,41,1942,1955
01221,SCOLTON COUNTRY PARK,scolton-country-park,dyfed,51.860,-4.922,75,2011,2020
01223,WHITECHURCH,whitechurch,dyfed,51.989,-4.679,129,2011,2020
01226,PEMBREY SANDS,pembrey-sands,dyfed,51.714,-4.367,3,1993,2020
01234,BRYNAMMAN,brynamman,dyfed,51.813,-3.861,183,1969,1985
01235,TRECASTLE,trecastle,dyfed,51.949,-3.702,312,1984,1987
01238,LLYSDINAM,llysdinam,powys-south,52.216,-3.452,196,2010,2020
01240,CENARTH,cenarth,powys-south,52.383,-3.534,308,1976,1980
01241,CENARTH MILL,cenarth-mill,powys-south,52.389,-3.503,282,1967,1975
01249,LIBANUS,libanus,powys-south,51.924,-3.489,331,2012,2020
01255,MUMBLES HEAD,mumbles-head,west-glamorgan,51.566,-3.982,43,1982,2020
01267,RHOOSE,rhoose,south-glamorgan,51.401,-3.344,65,1957,1998
01268,CILFYNYDD,cilfynydd,mid-glamorgan,51.636,-3.302,194,1974,1996
01271,CARDIFF WEATHER CENTRE,cardiff-weather-centre,south-glamorgan,51.478,-3.179,52,1982,2006
01272,"CARDIFF, BUTE PARK",cardiff-bute-park,south-glamorgan,51.488,-3.189,9,2010,2020
01276,"TREDEGAR, BRYN BACH PARK NO 2",tredegar-bryn-bach-park-no-2,gwent,51.784,-3.268,360,2010,2020
01285,LISCOMBE,liscombe,somerset,51.087,-3.609,348,1993,2020
01287,EXTON,exton,somerset,51.094,-3.485,335,1973,1987
01288,MINEHEAD,minehead,somerset,51.201,-3.467,8,1987,1988
01289,TIVINGTON,tivington,somerset,51.201,-3.531,83,1989,1998
01290,"NETTLECOMBE, BIRDS HILL",nettlecombe-birds-hill,somerset,51.118,-3.349,271,2009,2012
01302,YEOVILTON,yeovilton,somerset,51.006,-2.643,20,1964,2020
01312,BATH,bath,avon,51.386,-2.355,20,1921,1925
01316,PORTLAND ,portland,dorset,50.566,-2.450,3,1993,1999
01318,PORTLAND BILL LIGHTHOUSE,portland-bill-lighthouse,dorset,50.514,-2.457,11,1957,1968
01319,ISLE OF PORTLAND,isle-of-portland,dorset,50.522,-2.456,52,1967,2020
01326,SWANAGE,swanage,dorset,50.614,-1.959,10,2011,2020
01331,VIRGINSTOW,virginstow,devon,50.721,-4.288,168,1967,1973
01332,HARTLAND POINT,hartland-point,devon,51.020,-4.524,95,1957,1983
01333,HARTLAND,hartland,devon,50.991,-4.462,142,1983,1988
01334,GAWLISH,gawlish,devon,51.016,-4.490,122,1989,2004
01335,LUNDY,lundy,devon,51.161,-4.656,43,1984,1994
01336,"PLYMOUTH, MOUNTBATTEN",plymouth-mountbatten,devon,50.355,-4.121,50,1930,2020
01343,SAUNTON SANDS,saunton-sands,devon,51.118,-4.222,15,1989,2002
01345,"OKEHAMPTON, EAST OKEMENT FARM",okehampton-east-okement-farm,devon,50.703,-3.977,408,2006,2020
01346,CHIVENOR,chivenor,devon,51.089,-4.149,6,1980,2020
01350,"PRINCETOWN, PRISON",princetown-prison,devon,50.549,-4.001,453,1986,2001
01352,NORTH WYKE,north-wyke,devon,50.769,-3.904,177,2000,2020
01353,"BURRINGTON, COMMON HEAD",burrington-common-head,devon,50.933,-3.987,199,1995,1995
01354,PRAWLE POINT,prawle-point,devon,50.203,-3.721,59,1971,1974
01358,CHAWLEIGH,chawleigh,devon,50.896,-3.812,168,1980,1982
01359,CHELDON BARTON,cheldon-barton,devon,50.906,-3.802,163,1968,1974
01376,"EXMOUTH, SALTERTON ROAD",exmouth-salterton-road,devon,50.623,-3.394,59,1936,1958
01378,EXETER AIRPORT,exeter-airport,devon,50.731,-3.417,27,1957,1991
01383,DUNKESWELL AERODROME,dunkeswell-aerodrome,devon,50.860,-3.240,252,1991,2020
01385,SCILLY: ST MARYS,scilly-st-marys,isles-of-scilly,49.929,-6.303,51,1930,1982
01386,SCILLY: ST MARYS AIRPORT,scilly-st-marys-airport,isles-of-scilly,49.915,-6.296,31,1991,2020
01388,GWENNAP HEAD,gwennap-head,cornwall,50.037,-5.681,66,1971,1992
01389,"PENZANCE, PENLEE GARDENS",penzance-penlee-gardens,cornwall,50.118,-5.543,19,1915,1925
01393,CULDROSE,culdrose,cornwall,50.084,-5.257,76,1977,2020
01395,CAMBORNE,camborne,cornwall,50.218,-5.328,87,1978,2020
01400,PENDENNIS POINT,pendennis-point,cornwall,50.145,-5.045,42,2003,2003
01402,NEWQUAY,newquay,cornwall,50.412,-5.081,53,1920,1925
01405,ST MAWGAN,st-mawgan,cornwall,50.439,-4.998,103,1957,2008
01415,"CARDINHAM, BODMIN",cardinham-bodmin,cornwall,50.502,-4.667,200,1991,2020
01417,BASTREET,bastreet,cornwall,50.562,-4.481,233,1996,2000
01418,BUDE,bude,cornwall,50.829,-4.546,15,2011,2020
01421,SCILLY: ROUND ISLAND,scilly-round-island,isles-of-scilly,49.979,-6.323,38,1985,1985
01427,CARMONEY,carmoney,londonderry,55.025,-7.211,73,1997,1997
01429,BALLYKELLY,ballykelly,londonderry,55.057,-7.008,4,1957,2012
01431,"BANAGHER, CAUGH HILL",banagher-caugh-hill,londonderry,54.886,-6.966,214,1997,2020
01435,LOUGH FEA,lough-fea,londonderry,54.721,-6.815,225,1994,2020
01437,COLERAINE UNIVERSITY,coleraine-university,londonderry,55.154,-6.678,23,1997,2003
01440,MONEYDIG,moneydig,londonderry,54.993,-6.610,34,1968,1968
01441,MOYOLA W WKS,moyola-w-wks,londonderry,54.743,-6.518,17,1993,2004
01448,PORTGLENONE,portglenone,antrim,54.865,-6.458,64,1994,2020
01450,ALDERGROVE,aldergrove,antrim,54.664,-6.225,63,1981,2020
01452,ALTNAHINCH FILTERS,altnahinch-filters,antrim,55.048,-6.255,213,1981,2020
01467,BALLYPATRICK FOREST,ballypatrick-forest,antrim,55.181,-6.154,156,1991,2020
01487,NEWRY CARNBANE,newry-carnbane,down,54.206,-6.351,8,2000,2007
01488,KILLOWEN,killowen,down,54.077,-6.184,4,2000,2020
01490,HILLSBOROUGH MET OFFICE,hillsborough-met-office,down,54.485,-6.098,38,1979,2003
01502,MURLOUGH,murlough,down,54.245,-5.832,12,2009,2020
01504,KATESBRIDGE,katesbridge,down,54.297,-6.111,91,2000,2020
01507,STORMONT CASTLE,stormont-castle,down,54.603,-5.830,56,2009,2020
01517,BALLYWATTICOCK,ballywatticock,down,54.572,-5.657,6,1980,2020
01523,HELENS BAY,helens-bay,down,54.669,-5.748,43,2002,2020
01525,KILLOUGH,killough,down,54.243,-5.638,15,1994,1998
01526,LOUGH COWEY,lough-cowey,down,54.414,-5.539,10,1984,1984
01530,ARMAGH,armagh,armagh,54.352,-6.650,62,2018,2020
01534,GLENANNE NO 2,glenanne-no-2,armagh,54.237,-6.504,161,1992,2020
01543,CASTLEDERG,castlederg,tyrone,54.707,-7.577,49,1995,2020
01561,KNOCKAREVAN,knockarevan,fermanagh,54.422,-8.087,50,1992,1992
01562,CORGARY,corgary,fermanagh,54.440,-8.052,145,1984,1984
01568,ST ANGELO,st-angelo,fermanagh,54.396,-7.645,47,1991,2013
01570,LISNASKEA CREAMERY,lisnaskea-creamery,fermanagh,54.264,-7.477,49,1997,2000
16596,TOPCLIFFE,topcliffe,north-yorkshire,54.205,-1.390,25,1997,2020
16611,SENNYBRIDGE NO 2,sennybridge-no-2,powys-south,52.063,-3.615,307,1995,2020
10268,"WINCHCOMBE, SUDELEY CASTLE",winchcombe-sudeley-castle,gloucestershire,51.948,-1.954,112,2010,2020
16769,WIGGONHOLT,wiggonholt,west-sussex,50.938,-0.494,28,2011,2020
18903,SOUTH UIST RANGE,south-uist-range,western-isles,57.358,-7.385,4,1996,2020
18974,TIREE,tiree,argyll-in-strathclyde-region,56.500,-6.881,9,1930,2020
16820,"ABERYSTWYTH, CORPORATION YARD",aberystwyth-corporation-yard,dyfed,52.412,-4.083,4,1916,1925
19144,LONDON WEATHER CENTRE,london-weather-centre,greater-london,51.522,-0.112,43,1974,2010
16831,"COLWYN BAY, COUNCIL OFFICES",colwyn-bay-council-offices,clwyd,53.295,-3.730,25,1915,1925
19159,UPPER LAMBOURN,upper-lambourn,berkshire,51.520,-1.549,142,2012,2017
19172,SKYE: LUSA,skye-lusa,western-isles,57.257,-5.805,18,1997,2017
19187,COLESHILL,coleshill,warwickshire,52.480,-1.691,96,1997,2020
19188,ANDREWSFIELD,andrewsfield,essex,51.896,0.451,87,1997,2020
19192,KILLYLANE,killylane,antrim,54.817,-6.005,250,2011,2020
19202,KIRKMICHAEL NO 2,kirkmichael-no-2,perthshire-in-tayside-region,56.720,-3.520,265,1998,1998
19203,BRIDGEFOOT,bridgefoot,cumbria,54.649,-3.459,49,2010,2020
19204,GRINGLEY-ON-THE-HILL,gringley-on-the-hill,nottinghamshire,53.406,-0.884,68,2010,2020
19206,ST ATHAN,st-athan,south-glamorgan,51.405,-3.441,49,1997,2020
19211,HARRIS: QUIDNISH,harris-quidnish,western-isles,57.780,-6.897,13,2010,2020
19219,"BIGGAR, EAST NETHERTON",biggar-east-netherton,lanarkshire,55.613,-3.564,200,1998,2004
19241,LLANBEDR,llanbedr,gwynedd,52.803,-4.124,9,1998,2004
19259,"DUMFRIES, CRICHTON ROYAL NO 2",dumfries-crichton-royal-no-2,dumfriesshire,55.047,-3.589,50,2002,2004
19260,"EDINBURGH, GOGARBANK",edinburgh-gogarbank,midlothian-in-lothian-region,55.928,-3.344,57,1998,2020
11169,"TENBY, PRIORY",tenby-priory,dyfed,51.671,-4.698,20,1921,1926
17176,"HIGH WYCOMBE, HQAIR",high-wycombe-hqair,buckinghamshire,51.682,-0.807,204,1995,2020
61986,TIBENHAM AIRFIELD,tibenham-airfield,norfolk,52.457,1.162,52,2015,2020
62041,EXETER AIRPORT NO 2,exeter-airport-no-2,devon,50.737,-3.406,27,2009,2020
04911,NORWICH AIRPORT,norwich-airport,norfolk,52.678,1.280,32,2007,2016
13343,LOGAN BOTANIC GARDEN,logan-botanic-garden,wigtownshire,54.743,-4.959,27,2012,2020
17309,CROSBY,crosby,merseyside,53.497,-3.058,9,1983,2020
17344,LOFTUS,loftus,cleveland,54.563,-0.864,158,1996,2020
30103,AVIEMORE TRIAL,aviemore-trial,inverness-shire,57.206,-3.828,228,2000,2001
30437,DERRYLIN,derrylin,fermanagh,54.151,-7.575,70,2004,2007
30476,HOUGHTON HALL,houghton-hall,norfolk,52.824,0.652,65,2010,2020
14093,ACHNAGART,achnagart,ross-and-cromarty,57.181,-5.375,15,2012,2020
14108,LOCHCARRON,lochcarron,ross-and-cromarty,57.401,-5.494,32,1999,2003
30523,ALBEMARLE,albemarle,northumberland,55.020,-1.882,142,2003,2020
30529,"MARKET BOSWORTH, BOSWORTH PARK",market-bosworth-bosworth-park,leicestershire,52.623,-1.396,129,2010,2020
30620,CHARLWOOD,charlwood,surrey,51.144,-0.229,67,2002,2020
30690,"LEEK, THORNCLIFFE",leek-thorncliffe,staffordshire,53.128,-1.981,298,2002,2020
30750,RAVENSWORTH,ravensworth,north-yorkshire,54.472,-1.785,120,2010,2020
14533,LOCHLUICHART,lochluichart,ross-and-cromarty,57.622,-4.820,88,1999,2003
55511,WOODFORD,woodford,cheshire,53.339,-2.155,88,2003,2012
08401,"TORQUAY, CARY GREEN",torquay-cary-green,devon,50.461,-3.526,4,1920,1926
25726,"PATELEY BRIDGE, RAVENS NEST",pateley-bridge-ravens-nest,north-yorkshire,54.070,-1.771,259,2011,2020
25728,HEMSBY TRIAL,hemsby-trial,norfolk,52.686,1.687,14,2000,2001
25729,MANSTON TRIAL,manston-trial,kent,51.352,1.348,44,2000,2000
55827,BRAEMAR NO 2,braemar-no-2,aberdeenshire,57.011,-3.397,327,2005,2020
06706,"GREENWICH, OBSERVATORY",greenwich-observatory,greater-london,51.478,-0.003,47,1997,2004
23417,ISLAY: PORT ELLEN,islay-port-ellen,argyll-in-strathclyde-region,55.681,-6.250,17,1998,2020
23446,REDHILL,redhill,surrey,51.215,-0.137,63,1998,2006
56216,RESALLACH,resallach,sutherland,58.063,-5.016,133,2011,2020
23450,WYCH CROSS,wych-cross,east-sussex,51.066,0.033,200,2010,2020
56424,WINTERBOURNE NO2,winterbourne-no2,west-midlands,52.456,-1.928,140,2011,2020
56451,CLUANIE INN NO 3,cluanie-inn-no-3,ross-and-cromarty,57.156,-5.182,223,2009,2019
56486,MONA,mona,isle-of-anglesey,53.261,-4.376,60,2009,2020
16581,ROSEHEARTY,rosehearty,aberdeenshire,57.698,-2.123,4,1995,2012
23943,SPITTAL OF GLENSHEE,spittal-of-glenshee,perthshire-in-tayside-region,56.764,-3.397,308,1998,1998
24102,"COVENTRY, COUNDON",coventry-coundon,west-midlands,52.424,-1.536,119,2001,2020
24103,"DERRYLIN, CORNAHOULE",derrylin-cornahoule,fermanagh,54.189,-7.561,68,2010,2020
16589,REDESDALE CAMP,redesdale-camp,northumberland,55.285,-2.279,211,1996,2020
24125,"GLASGOW, BISHOPTON",glasgow-bishopton,renfrewshire,55.907,-4.532,59,1999,2020
56904,FRITTENDEN,frittenden,kent,51.142,0.596,38,2011,2020
56937,GIANTS CAUSEWAY,giants-causeway,antrim,55.234,-6.512,80,2011,2020
56939,USK NO 2,usk-no-2,monmouthshire,51.714,-2.923,25,2011,2020
56958,EMLEY MOOR NO 2,emley-moor-no-2,west-yorkshire,53.612,-1.668,267,2011,2020
56963,MAGILLIGAN NO 2,magilligan-no-2,londonderry,55.160,-6.949,6,2011,2020
56986,"HULL, EAST PARK",hull-east-park,humberside,53.766,-0.298,2,2012,2020
16031,CHILLINGHAM BARNS,chillingham-barns,northumberland,55.530,-1.918,70,2012,2020
57063,THOMASTOWN,thomastown,fermanagh,54.330,-7.595,72,2012,2020
57093,STOWE,stowe,buckinghamshire,52.042,-1.013,145,2012,2020
57113,ROSTHERNE,rostherne,cheshire,53.360,-2.382,35,2012,2013
57199,ROSTHERNE NO 2,rostherne-no-2,cheshire,53.360,-2.382,35,2012,2020
end data
